#####
thunder01
P_0V6_0123       | 0.588      | Volts      | ok    | na        | 0.511     | 0.539     | 0.665     | 0.693     | na        
P_0V6_4567       | 0.588      | Volts      | ok    | na        | 0.511     | 0.539     | 0.665     | 0.693     | na        
P_0V85_VDDC      | 0.896      | Volts      | ok    | 0.630     | na        | na        | na        | 1.078     | na        
P_12V            | 12.155     | Volts      | ok    | na        | 10.270    | 10.790    | 13.130    | 13.650    | na        
P_1V5_VDDH       | 1.558      | Volts      | ok    | na        | 1.176     | 1.308     | 1.852     | 1.896     | na        
P_1V8_PCP        | 1.829      | Volts      | ok    | na        | 1.426     | 1.541     | 2.059     | 2.174     | na        
P_1V8_VDDH       | 1.829      | Volts      | ok    | na        | 1.426     | 1.541     | 2.059     | 2.174     | na        
P_3V3            | 3.270      | Volts      | ok    | na        | 2.820     | 2.958     | 3.616     | 3.754     | na        
P_3V3_SOC        | 3.276      | Volts      | ok    | na        | 2.730     | 2.898     | 3.696     | 3.864     | na        
P_5V             | 5.011      | Volts      | ok    | na        | 4.292     | 4.498     | 5.474     | 5.680     | na        
P_5V_STBY        | 4.986      | Volts      | ok    | na        | 4.292     | 4.498     | 5.474     | 5.680     | na        
P_VBAT           | 2.968      | Volts      | ok    | na        | 2.544     | 2.692     | na        | na        | na        
SOC_VDDCR        | 0.805      | Volts      | ok    | na        | 0.399     | 0.448     | 1.400     | 1.456     | na        
P_VDDCR_CPU      | 0.819      | Volts      | ok    | na        | 0.399     | 0.448     | 1.400     | 1.456     | na        
P_1V2_VDDIO_0123 | 1.190      | Volts      | ok    | na        | 1.022     | 1.071     | 1.323     | 1.358     | na        
P_1V2_VDDIO_4567 | 1.190      | Volts      | ok    | na        | 1.022     | 1.071     | 1.323     | 1.358     | na        
SYS_POWER        | 75.000     | Watts      | ok    | na        | na        | na        | na        | na        | na        
MB_DIMMG0_O_TEMP | 32.000     | degrees C  | ok    | -128.000  | 0.000     | 5.000     | 115.000   | 120.000   | 127.000   
MB_DIMMG1_O_TEMP | 32.000     | degrees C  | ok    | -128.000  | 0.000     | 5.000     | 115.000   | 120.000   | 127.000   
MB_DIMMG1_I_TEMP | 33.000     | degrees C  | ok    | -128.000  | 0.000     | 5.000     | 115.000   | 120.000   | 127.000   
MB_DIMMG0_I_TEMP | 33.000     | degrees C  | ok    | -128.000  | 0.000     | 5.000     | 115.000   | 120.000   | 127.000   
#####
